"transcript","Aip02","Aip05","Aip06","Aip12","Aip13","Aip14","Aip15","Aip17","Aip18","Aip19","Aip20","Aip21","Aip23","Aip24","Aip25","Aip26","Aip28","Aip29","Aip30","Aip32","Aip33","Aip34","Aip35","Aip36","Unk"
"TRINITY_GG_211_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2110_c0_g1_i1",0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"TRINITY_GG_2111_c0_g1_i1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0
"TRINITY_GG_2112_c0_g1_i1",37,46,59,82,49,52,39,39,39,56,63,85,45,32,59,42,29,53,52,42,55,41,62,44,10
"TRINITY_GG_2113_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2114_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2114_c0_g2_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2114_c1_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2115_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2115_c0_g2_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2115_c1_g1_i1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2116_c0_g1_i1",1,0,1,0,1,1,0,1,2,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
"TRINITY_GG_2117_c0_g1_i1",1,0,1,1,1,0,1,0,0,0,1,0,2,0,0,0,0,0,2,0,1,1,0,0,0
"TRINITY_GG_2117_c1_g1_i1",0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2118_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2119_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"TRINITY_GG_212_c0_g1_i1",0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"TRINITY_GG_212_c1_g1_i1",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2120_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2120_c1_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2120_c2_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2120_c3_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2120_c4_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2121_c0_g1_i1",0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"TRINITY_GG_2122_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"TRINITY_GG_2123_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2123_c0_g2_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2123_c1_g1_i1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"TRINITY_GG_2123_c2_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2124_c0_g1_i1",0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
"TRINITY_GG_2125_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2126_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2126_c0_g2_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2127_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2127_c1_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2127_c2_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2127_c3_g1_i1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TRINITY_GG_2127_c4_g1_i1",0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TRINITY_GG_2127_c5_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TRINITY_GG_2128_c1_g1_i1",0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,2,1,1,0,2,0,1,1,0
"TRINITY_GG_2128_c1_g1_i2",0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0
"TRINITY_GG_2128_c2_g1_i1",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2128_c3_g1_i1",0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"TRINITY_GG_2129_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2129_c0_g2_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_213_c0_g1_i1",0,1,0,1,1,1,2,1,6,0,1,1,4,0,1,2,1,0,2,1,0,0,2,1,0
"TRINITY_GG_2130_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2130_c0_g2_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2130_c1_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2130_c2_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2130_c2_g1_i2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2130_c2_g1_i3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2130_c2_g1_i4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TRINITY_GG_2130_c2_g1_i5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2130_c2_g2_i1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"TRINITY_GG_2130_c3_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2130_c4_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2130_c5_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2130_c6_g1_i1",2,0,0,0,1,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"TRINITY_GG_2131_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2131_c1_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2132_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2133_c1_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2134_c0_g1_i1",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"TRINITY_GG_2135_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2135_c0_g2_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2135_c0_g3_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2136_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2137_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2138_c0_g1_i1",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"TRINITY_GG_2138_c1_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2138_c1_g2_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2138_c2_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2139_c0_g1_i1",0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_214_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_214_c0_g1_i2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_214_c1_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_214_c2_g1_i1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"TRINITY_GG_2140_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TRINITY_GG_2140_c0_g2_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TRINITY_GG_2141_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2141_c1_g1_i1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"TRINITY_GG_2142_c0_g1_i1",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2143_c0_g1_i1",1,1,1,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,2,0,0
"TRINITY_GG_2143_c1_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2143_c2_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2143_c3_g1_i1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"TRINITY_GG_2143_c4_g1_i1",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"TRINITY_GG_2143_c5_g1_i1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2143_c6_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2144_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2144_c0_g2_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2144_c10_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2144_c11_g1_i1",0,0,0,0,2,2,0,0,0,1,1,0,1,0,1,0,0,3,0,0,1,1,1,0,0
"TRINITY_GG_2144_c12_g1_i1",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,1,2,0
"TRINITY_GG_2144_c13_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2144_c14_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TRINITY_GG_2144_c15_g1_i1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2144_c16_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2144_c17_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2144_c18_g1_i1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2144_c3_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2144_c4_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TRINITY_GG_2144_c4_g2_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2144_c5_g1_i1",0,0,1,1,2,1,4,0,2,1,3,1,0,0,0,0,0,1,0,2,3,1,0,1,0
"TRINITY_GG_2144_c5_g2_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2144_c5_g3_i1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2144_c6_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TRINITY_GG_2144_c7_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2144_c8_g1_i1",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,3,1,1,2,0
"TRINITY_GG_2144_c9_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2145_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2146_c0_g1_i1",0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2147_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2148_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2148_c0_g2_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2148_c1_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2148_c2_g1_i1",0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
"TRINITY_GG_2148_c3_g1_i1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
"TRINITY_GG_2149_c0_g1_i1",0,1,0,1,0,1,0,1,0,0,0,3,0,2,1,0,0,0,0,1,1,1,2,0,0
"TRINITY_GG_2149_c1_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TRINITY_GG_2149_c2_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_215_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_215_c0_g2_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2150_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"TRINITY_GG_2150_c1_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2151_c1_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2151_c1_g2_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2151_c2_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2151_c3_g1_i1",2,0,1,1,2,1,0,0,1,1,2,1,0,0,0,0,0,1,0,1,1,1,1,1,0
"TRINITY_GG_2151_c3_g2_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2151_c4_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2151_c5_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2151_c6_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2151_c7_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2151_c8_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2151_c9_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2152_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"TRINITY_GG_2153_c0_g1_i1",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"TRINITY_GG_2153_c1_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"TRINITY_GG_2154_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2155_c0_g1_i1",0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2156_c0_g1_i1",1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2157_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2158_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2158_c1_g1_i1",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2159_c0_g1_i1",0,1,1,1,1,0,0,0,0,0,0,2,1,1,2,1,0,1,4,0,1,2,3,0,1
"TRINITY_GG_2159_c1_g1_i1",0,1,2,0,0,1,0,0,0,0,1,3,2,0,2,1,0,0,0,1,2,2,1,0,0
"TRINITY_GG_216_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_216_c0_g1_i2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_216_c0_g1_i3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_216_c0_g1_i4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_216_c0_g2_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2160_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2160_c1_g1_i1",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2161_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2161_c0_g2_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2162_c0_g1_i1",1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2162_c1_g1_i1",0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TRINITY_GG_2162_c2_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2162_c3_g1_i1",1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2162_c4_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2162_c5_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2163_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"TRINITY_GG_2163_c0_g2_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2163_c1_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2163_c10_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2163_c11_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2163_c12_g1_i1",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2163_c13_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2163_c14_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2163_c15_g1_i1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2163_c16_g1_i1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TRINITY_GG_2163_c17_g1_i1",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2163_c18_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"TRINITY_GG_2163_c19_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2163_c2_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2163_c20_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2163_c21_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2163_c22_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2163_c23_g1_i1",1,1,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2163_c24_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2163_c25_g1_i1",0,0,3,2,2,0,2,1,3,0,1,2,0,0,0,1,1,1,1,0,2,0,2,0,0
"TRINITY_GG_2163_c26_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2163_c27_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2163_c28_g1_i1",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"TRINITY_GG_2163_c29_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2163_c3_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2163_c3_g2_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRINITY_GG_2163_c30_g1_i1",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"TRINITY_GG_2163_c31_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TRINITY_GG_2163_c32_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
