PairsIn.Sample
3501,Aip02
4803,Aip05
4277,Aip06
4888,Aip12
7731,Aip13
3320,Aip14
5638,Aip15
4100,Aip17
4653,Aip18
4382,Aip19
5067,Aip20
5684,Aip21
3969,Aip23
4007,Aip24
5093,Aip25
4357,Aip26
5010,Aip28
5858,Aip29
5268,Aip30
5821,Aip32
4964,Aip33
3085,Aip34
8585,Aip35
4510,Aip36
5354,Unk
